user_id,age,city,occupation,acquisition_source,membership,signup_date,churned,days_since_last_order
U00033,29,Bangalore,Student,Influencer,Free,2025-04-24,Yes,86
U00034,43,Bangalore,Family,Influencer,Free,2024-06-04,No,11
U00035,39,Delhi,Working Professional,Referral,Free,2024-06-08,No,13
U00036,46,Mumbai,Family,Instagram Ads,Premium,2025-08-16,No,12
U00037,29,Bangalore,Working Professional,Google Ads,Premium,2024-02-13,Yes,70
U00038,42,Chennai,Working Professional,Google Ads,Free,2024-06-10,Yes,45
U00039,34,Hyderabad,Family,Referral,Free,2025-10-22,No,15
U00040,44,Chennai,Working Professional,Influencer,Free,2025-09-27,Yes,41
U00041,44,Hyderabad,Working Professional,Organic,Free,2025-05-24,No,28
U00042,48,Bangalore,Student,Influencer,Free,2025-05-27,No,28
U00043,27,Delhi,Student,Organic,Premium,2025-11-25,No,27
U00044,49,Bangalore,Working Professional,Organic,Free,2024-07-26,No,5
U00045,45,Bangalore,Working Professional,Influencer,Premium,2024-04-06,No,13
U00046,45,Bangalore,Working Professional,Google Ads,Free,2024-01-21,Yes,101
U00047,33,Mumbai,Student,Organic,Free,2024-12-20,Yes,59
U00048,32,Bangalore,Working Professional,Referral,Premium,2025-05-19,Yes,62
U00049,47,Mumbai,Working Professional,Referral,Free,2025-02-07,No,4
U00050,47,Bangalore,Working Professional,Organic,Free,2024-08-10,No,14
U00051,32,Delhi,Family,Google Ads,Free,2025-02-03,Yes,57
U00052,47,Pune,Working Professional,Organic,Premium,2025-04-06,No,10
U00053,36,Delhi,Student,Referral,Premium,2025-07-13,Yes,70
U00054,29,Delhi,Family,Referral,Free,2024-02-01,No,5
U00055,40,Mumbai,Working Professional,Influencer,Premium,2025-05-03,No,28
U00056,37,Bangalore,Working Professional,Google Ads,Free,2024-10-14,No,12
U00057,49,Mumbai,Student,Influencer,Free,2025-03-12,No,13
U00058,42,Delhi,Working Professional,Instagram Ads,Free,2025-01-14,No,4
U00059,20,Bangalore,Student,Organic,Premium,2025-03-12,No,27
U00060,22,Mumbai,Working Professional,Influencer,Free,2024-05-09,Yes,106
U00061,36,Chennai,Student,Google Ads,Premium,2025-03-16,No,5
U00062,24,Chennai,Student,Organic,Free,2025-05-07,Yes,52
U00063,38,Bangalore,Student,Organic,Free,2024-09-01,No,4
U00064,26,Mumbai,Student,Organic,Free,2024-02-21,Yes,35
U00065,24,Hyderabad,Student,Organic,Free,2025-12-21,No,28
U00066,35,Delhi,Working Professional,Organic,Free,2024-08-17,No,18
U00067,21,Mumbai,Student,Google Ads,Premium,2025-04-09,No,13
U00068,42,Mumbai,Working Professional,Instagram Ads,Free,2024-07-04,Yes,43
U00069,45,Chennai,Student,Referral,Premium,2024-06-10,No,21
U00070,31,Delhi,Family,Instagram Ads,Free,2024-07-17,No,15
U00071,35,Bangalore,Family,Referral,Premium,2025-02-04,No,9
U00072,43,Hyderabad,Student,Influencer,Free,2025-04-16,No,9
U00073,26,Mumbai,Working Professional,Organic,Free,2025-03-31,No,10
U00074,43,Delhi,Student,Influencer,Free,2025-06-28,No,21
U00075,38,Chennai,Family,Influencer,Free,2025-02-16,No,3
U00076,19,Bangalore,Working Professional,Referral,Free,2025-06-14,No,4
U00077,37,Bangalore,Student,Google Ads,Free,2024-04-30,No,5
U00078,45,Delhi,Student,Organic,Premium,2024-03-09,No,12
U00079,32,Mumbai,Student,Influencer,Free,2024-10-19,No,27
U00080,45,Mumbai,Working Professional,Instagram Ads,Free,2025-12-27,No,6
U00081,24,Delhi,Working Professional,Organic,Free,2025-09-26,Yes,92
U00082,29,Delhi,Working Professional,Google Ads,Premium,2025-02-13,No,24
U00083,46,Pune,Working Professional,Organic,Premium,2024-10-06,No,24
U00084,25,Delhi,Student,Influencer,Free,2025-07-19,No,8
U00085,32,Delhi,Student,Instagram Ads,Premium,2025-06-16,No,19
U00086,20,Bangalore,Student,Influencer,Free,2025-08-31,Yes,48
U00087,31,Hyderabad,Family,Google Ads,Premium,2025-10-11,No,20
U00088,34,Delhi,Student,Referral,Premium,2025-07-07,No,28
U00089,21,Bangalore,Working Professional,Instagram Ads,Premium,2025-02-22,No,11
U00090,35,Delhi,Student,Google Ads,Free,2024-01-28,No,11
U00091,25,Delhi,Student,Google Ads,Free,2025-01-30,No,27
U00092,21,Delhi,Working Professional,Influencer,Free,2025-07-23,No,23
U00093,19,Pune,Working Professional,Influencer,Free,2025-09-30,No,15
U00094,47,Delhi,Working Professional,Influencer,Free,2025-03-03,No,21
U00095,23,Delhi,Working Professional,Referral,Free,2024-05-23,No,4
U00096,39,Mumbai,Working Professional,Organic,Free,2024-04-02,No,13
U00097,27,Pune,Student,Organic,Free,2024-02-04,Yes,73
U00098,21,Delhi,Working Professional,Influencer,Free,2025-08-26,Yes,38
U00099,39,Mumbai,Working Professional,Influencer,Free,2025-04-14,Yes,100
U00100,46,Delhi,Student,Referral,Free,2025-06-09,No,5
U00101,48,Mumbai,Working Professional,Organic,Free,2024-11-10,Yes,85
U00102,35,Bangalore,Student,Referral,Premium,2025-04-28,No,17
U00103,43,Bangalore,Student,Google Ads,Premium,2025-12-14,No,20
U00104,29,Mumbai,Working Professional,Organic,Free,2025-01-10,No,7
U00105,19,Mumbai,Family,Influencer,Free,2025-10-17,Yes,63
U00106,27,Delhi,Family,Instagram Ads,Premium,2025-05-02,No,19
U00107,47,Mumbai,Student,Google Ads,Free,2025-05-10,Yes,76
U00108,21,Delhi,Working Professional,Instagram Ads,Free,2025-01-10,Yes,59
U00109,31,Hyderabad,Working Professional,Referral,Free,2025-05-05,No,28
U00110,48,Chennai,Student,Referral,Premium,2024-10-25,No,5
U00111,33,Chennai,Working Professional,Referral,Free,2024-12-18,No,17
U00112,32,Pune,Working Professional,Influencer,Premium,2024-12-19,No,4
U00113,25,Bangalore,Family,Referral,Free,2025-04-25,No,16
U00114,31,Hyderabad,Student,Instagram Ads,Premium,2025-02-07,No,26
U00115,40,Mumbai,Student,Google Ads,Free,2025-01-28,Yes,49
U00116,45,Bangalore,Family,Influencer,Premium,2025-02-06,Yes,105
U00117,42,Mumbai,Working Professional,Google Ads,Premium,2025-05-05,No,6
U00118,47,Mumbai,Family,Referral,Premium,2025-06-07,No,14
U00119,25,Hyderabad,Student,Organic,Premium,2025-01-28,No,26
U00120,38,Mumbai,Working Professional,Influencer,Free,2025-08-05,Yes,41
U00121,33,Mumbai,Working Professional,Referral,Premium,2025-11-26,No,13
U00122,30,Chennai,Student,Influencer,Free,2024-04-13,Yes,88
U00123,35,Delhi,Working Professional,Organic,Free,2024-01-11,Yes,89
U00124,32,Mumbai,Working Professional,Instagram Ads,Free,2025-12-20,Yes,101
U00125,38,Chennai,Student,Instagram Ads,Premium,2024-08-12,No,3
U00126,41,Bangalore,Student,Instagram Ads,Free,2024-11-12,No,3
U00127,43,Bangalore,Working Professional,Organic,Premium,2025-02-25,No,18
U00128,42,Delhi,Working Professional,Google Ads,Free,2024-09-29,Yes,82
U00129,45,Mumbai,Family,Organic,Free,2024-02-23,No,22
U00130,45,Pune,Student,Organic,Free,2024-06-21,Yes,68
U00131,45,Bangalore,Student,Referral,Free,2024-09-03,Yes,44
U00132,30,Bangalore,Family,Instagram Ads,Free,2025-10-26,Yes,48
U00133,26,Delhi,Family,Influencer,Premium,2025-09-09,Yes,43
U00134,46,Delhi,Student,Google Ads,Premium,2024-06-07,No,18
U00135,32,Chennai,Working Professional,Influencer,Free,2024-04-15,No,20
U00136,30,Mumbai,Student,Referral,Free,2025-12-05,Yes,63
U00137,18,Bangalore,Student,Referral,Free,2024-10-21,Yes,117
U00138,42,Delhi,Student,Google Ads,Premium,2024-10-02,No,23
U00139,24,Hyderabad,Student,Influencer,Free,2025-08-07,No,19
U00140,26,Chennai,Family,Google Ads,Free,2024-02-12,Yes,118
U00141,41,Bangalore,Working Professional,Google Ads,Premium,2024-07-12,No,2
U00142,18,Delhi,Family,Instagram Ads,Premium,2025-10-02,Yes,108
U00143,29,Bangalore,Working Professional,Influencer,Free,2024-11-06,No,9
U00144,25,Hyderabad,Working Professional,Instagram Ads,Free,2025-09-11,Yes,96
U00145,41,Mumbai,Working Professional,Instagram Ads,Free,2024-04-12,No,18
U00146,48,Pune,Family,Instagram Ads,Free,2025-10-06,No,20
U00147,28,Bangalore,Working Professional,Organic,Premium,2024-09-06,No,2
U00148,36,Pune,Working Professional,Referral,Free,2025-01-30,Yes,118
U00149,34,Bangalore,Family,Referral,Free,2025-09-06,No,22
U00150,25,Delhi,Student,Organic,Free,2024-10-22,Yes,73
U00151,20,Mumbai,Working Professional,Google Ads,Free,2024-08-25,No,8
U00152,20,Delhi,Family,Influencer,Free,2025-09-11,Yes,34
U00153,18,Chennai,Family,Influencer,Free,2025-10-10,No,14
U00154,44,Hyderabad,Student,Influencer,Premium,2024-10-15,No,23
U00155,22,Bangalore,Working Professional,Instagram Ads,Free,2025-06-20,No,8
U00156,27,Mumbai,Working Professional,Influencer,Free,2025-09-21,No,1
U00157,24,Delhi,Student,Influencer,Premium,2024-09-12,No,24
U00158,43,Hyderabad,Working Professional,Influencer,Free,2025-06-04,No,27
U00159,26,Mumbai,Student,Referral,Premium,2024-04-28,No,11
U00160,45,Delhi,Student,Organic,Premium,2024-04-28,No,1
U00161,24,Bangalore,Working Professional,Google Ads,Free,2024-03-31,No,11
U00162,26,Delhi,Working Professional,Organic,Free,2024-06-20,No,6
U00163,25,Mumbai,Working Professional,Influencer,Free,2025-12-23,No,11
U00164,29,Mumbai,Working Professional,Google Ads,Free,2024-04-25,No,18
U00165,19,Delhi,Student,Google Ads,Free,2025-06-17,Yes,57
U00166,18,Chennai,Student,Organic,Premium,2024-12-14,No,9
U00167,33,Delhi,Student,Organic,Premium,2025-07-20,No,26
U00168,40,Delhi,Student,Organic,Free,2025-04-20,No,13
U00169,40,Delhi,Working Professional,Organic,Free,2025-03-20,No,10
U00170,47,Hyderabad,Working Professional,Instagram Ads,Free,2024-04-17,Yes,86
U00171,41,Mumbai,Student,Referral,Free,2025-08-11,No,3
U00172,22,Bangalore,Student,Referral,Free,2025-07-26,No,4
U00173,20,Delhi,Working Professional,Influencer,Free,2024-05-01,No,10
U00174,29,Delhi,Student,Instagram Ads,Premium,2025-08-26,No,21
U00175,25,Mumbai,Family,Google Ads,Free,2024-08-09,No,19
U00176,39,Pune,Working Professional,Organic,Free,2025-04-03,Yes,89
U00177,44,Pune,Student,Influencer,Free,2025-10-03,No,18
U00178,20,Delhi,Student,Google Ads,Premium,2025-05-12,No,7
U00179,18,Bangalore,Working Professional,Referral,Premium,2025-01-04,No,21
U00180,20,Chennai,Student,Google Ads,Premium,2024-04-30,Yes,101
U00181,22,Mumbai,Student,Organic,Premium,2024-07-19,No,2
U00182,32,Pune,Student,Organic,Free,2024-06-09,Yes,53
U00183,31,Delhi,Working Professional,Referral,Free,2024-08-05,Yes,77
U00184,20,Chennai,Working Professional,Organic,Free,2025-07-28,No,8
U00185,18,Hyderabad,Student,Instagram Ads,Free,2025-02-03,Yes,117
U00186,22,Chennai,Working Professional,Influencer,Free,2025-12-29,Yes,42
U00187,43,Bangalore,Working Professional,Referral,Premium,2025-01-19,No,12
U00188,40,Mumbai,Working Professional,Referral,Premium,2024-03-04,No,28
U00189,48,Chennai,Student,Google Ads,Premium,2024-07-30,Yes,44
U00190,31,Delhi,Working Professional,Referral,Free,2025-09-23,No,14
U00191,24,Mumbai,Family,Influencer,Free,2024-03-09,Yes,104
U00192,44,Hyderabad,Student,Instagram Ads,Free,2024-05-03,No,26
U00193,26,Hyderabad,Student,Google Ads,Free,2025-01-11,Yes,110
U00194,32,Chennai,Student,Influencer,Free,2025-10-18,Yes,37
U00195,32,Delhi,Student,Referral,Free,2024-10-22,No,22
U00196,43,Hyderabad,Working Professional,Organic,Free,2024-12-23,No,20
U00197,27,Hyderabad,Family,Organic,Premium,2025-10-02,No,6
U00198,45,Delhi,Family,Influencer,Free,2025-06-08,No,16
U00199,30,Mumbai,Student,Instagram Ads,Premium,2024-03-08,No,4
U00200,36,Mumbai,Working Professional,Organic,Free,2024-09-26,No,9
U00201,48,Mumbai,Working Professional,Influencer,Free,2024-05-12,Yes,115
U00202,49,Chennai,Working Professional,Google Ads,Free,2024-03-02,Yes,77
U00203,24,Bangalore,Working Professional,Referral,Free,2024-06-09,No,6
U00204,34,Hyderabad,Student,Instagram Ads,Free,2024-01-26,No,10
U00205,37,Chennai,Working Professional,Instagram Ads,Premium,2025-12-01,No,28
U00206,46,Mumbai,Working Professional,Google Ads,Premium,2024-10-12,No,24
U00207,49,Pune,Working Professional,Instagram Ads,Free,2025-03-21,Yes,58
U00208,21,Mumbai,Working Professional,Influencer,Premium,2024-09-05,No,11
U00209,47,Pune,Student,Instagram Ads,Free,2024-03-31,No,5
U00210,22,Delhi,Student,Instagram Ads,Free,2024-02-05,Yes,36
U00211,40,Chennai,Family,Instagram Ads,Free,2024-01-07,No,9
U00212,24,Delhi,Working Professional,Influencer,Free,2025-05-20,Yes,64
U00213,30,Mumbai,Family,Referral,Free,2024-11-16,No,20
U00214,32,Hyderabad,Student,Organic,Free,2024-07-20,No,26
U00215,28,Mumbai,Working Professional,Instagram Ads,Free,2025-07-06,No,25
U00216,46,Bangalore,Working Professional,Google Ads,Premium,2025-06-27,No,20
U00217,21,Mumbai,Family,Google Ads,Free,2025-10-15,Yes,110
U00218,30,Hyderabad,Student,Influencer,Free,2024-09-12,No,24
U00219,49,Delhi,Student,Referral,Free,2024-06-09,No,6
U00220,24,Delhi,Working Professional,Instagram Ads,Free,2024-01-30,No,7
U00221,44,Mumbai,Family,Influencer,Premium,2025-04-01,No,4
U00222,36,Mumbai,Family,Organic,Free,2024-09-18,Yes,62
U00223,39,Delhi,Family,Referral,Free,2024-01-10,No,4
U00224,45,Mumbai,Family,Referral,Premium,2025-12-15,No,20
U00225,19,Mumbai,Student,Influencer,Premium,2024-12-24,Yes,59
U00226,27,Delhi,Student,Google Ads,Premium,2024-10-02,No,18
U00227,30,Bangalore,Student,Referral,Free,2024-05-03,No,8
U00228,47,Pune,Student,Google Ads,Free,2025-09-21,No,27
U00229,42,Delhi,Family,Referral,Free,2024-09-24,Yes,101
U00230,38,Bangalore,Family,Referral,Free,2024-10-04,No,14
U00231,23,Bangalore,Student,Referral,Free,2024-03-16,No,9
U00232,45,Mumbai,Working Professional,Organic,Free,2025-06-09,Yes,76
U00233,45,Hyderabad,Family,Google Ads,Premium,2025-09-09,No,20
U00234,29,Mumbai,Working Professional,Organic,Premium,2024-06-24,Yes,117
U00235,29,Bangalore,Student,Google Ads,Free,2025-11-24,No,26
U00236,37,Delhi,Working Professional,Organic,Free,2024-02-05,Yes,103
U00237,47,Hyderabad,Working Professional,Organic,Premium,2025-07-20,No,17
U00238,47,Bangalore,Working Professional,Organic,Premium,2024-09-26,No,27
U00239,28,Delhi,Working Professional,Influencer,Premium,2024-01-02,No,23
U00240,49,Mumbai,Student,Organic,Free,2024-09-12,No,25
U00241,43,Chennai,Family,Referral,Free,2025-05-28,No,18
U00242,40,Mumbai,Working Professional,Instagram Ads,Free,2025-07-26,Yes,62
U00243,45,Bangalore,Working Professional,Organic,Free,2024-12-28,No,24
U00244,42,Chennai,Family,Instagram Ads,Free,2024-04-16,No,9
U00245,24,Hyderabad,Student,Instagram Ads,Free,2024-05-13,No,11
U00246,47,Bangalore,Student,Referral,Free,2025-02-12,Yes,84
U00247,18,Hyderabad,Family,Instagram Ads,Free,2025-03-26,Yes,35
U00248,18,Pune,Student,Instagram Ads,Premium,2025-06-18,Yes,96
U00249,42,Mumbai,Working Professional,Instagram Ads,Free,2025-08-07,Yes,43
U00250,44,Mumbai,Student,Google Ads,Free,2024-12-16,Yes,78
U00251,47,Mumbai,Student,Organic,Premium,2024-01-28,No,6
U00252,42,Chennai,Working Professional,Organic,Free,2025-06-20,Yes,104
U00253,37,Hyderabad,Student,Instagram Ads,Free,2024-03-05,No,22
U00254,30,Delhi,Working Professional,Referral,Premium,2024-07-12,No,17
U00255,26,Pune,Working Professional,Google Ads,Free,2024-07-25,No,16
U00256,20,Mumbai,Family,Referral,Free,2024-10-25,No,22
U00257,24,Delhi,Working Professional,Referral,Free,2024-02-09,No,21
U00258,23,Bangalore,Student,Instagram Ads,Free,2025-04-08,Yes,77
U00259,25,Mumbai,Family,Influencer,Premium,2024-01-23,No,12
U00260,44,Pune,Working Professional,Instagram Ads,Premium,2025-11-19,No,27
U00261,26,Delhi,Working Professional,Influencer,Free,2024-05-07,No,20
U00262,47,Pune,Family,Google Ads,Free,2024-09-19,Yes,77
U00263,22,Bangalore,Working Professional,Influencer,Free,2024-02-04,No,18
U00264,18,Delhi,Working Professional,Instagram Ads,Free,2025-05-01,Yes,91
U00265,36,Chennai,Working Professional,Instagram Ads,Free,2024-04-10,Yes,35
U00266,27,Bangalore,Student,Referral,Free,2025-09-02,Yes,108
U00267,29,Mumbai,Student,Instagram Ads,Free,2024-03-22,No,26
U00268,41,Mumbai,Working Professional,Instagram Ads,Free,2024-11-12,Yes,100
U00269,32,Pune,Student,Organic,Free,2024-11-25,No,10
U00270,44,Mumbai,Student,Organic,Premium,2024-07-14,No,25
U00271,39,Delhi,Student,Referral,Free,2025-02-17,No,6
U00272,49,Delhi,Working Professional,Influencer,Premium,2025-05-23,No,13
U00273,49,Mumbai,Working Professional,Influencer,Free,2025-04-25,No,5
U00274,41,Hyderabad,Working Professional,Organic,Free,2024-03-08,No,7
U00275,26,Mumbai,Working Professional,Google Ads,Free,2025-01-27,No,19
U00276,37,Delhi,Working Professional,Organic,Premium,2024-09-29,No,6
U00277,34,Delhi,Working Professional,Google Ads,Premium,2024-10-25,No,14
U00278,47,Mumbai,Working Professional,Influencer,Free,2024-05-20,Yes,84
U00279,34,Chennai,Working Professional,Organic,Premium,2024-07-03,No,17
U00280,43,Mumbai,Family,Instagram Ads,Free,2025-10-27,No,4
U00281,37,Chennai,Family,Google Ads,Free,2024-07-07,No,13
U00282,29,Mumbai,Family,Google Ads,Free,2025-07-27,No,28
U00283,47,Delhi,Family,Google Ads,Premium,2024-01-19,No,7
U00284,24,Pune,Working Professional,Influencer,Free,2024-03-21,No,10
U00285,19,Mumbai,Working Professional,Referral,Free,2025-05-12,No,22
U00286,20,Hyderabad,Working Professional,Instagram Ads,Free,2025-06-25,No,26
U00287,34,Chennai,Working Professional,Organic,Premium,2025-09-30,No,2
U00288,22,Delhi,Family,Google Ads,Free,2024-08-05,Yes,97
U00289,34,Delhi,Working Professional,Influencer,Free,2025-06-08,Yes,91
U00290,41,Hyderabad,Family,Google Ads,Premium,2025-11-19,Yes,30
U00291,34,Mumbai,Student,Organic,Free,2024-12-03,No,9
U00292,44,Delhi,Family,Instagram Ads,Free,2024-04-30,Yes,81
U00293,34,Delhi,Working Professional,Google Ads,Premium,2025-04-13,No,18
U00294,19,Delhi,Working Professional,Influencer,Free,2025-01-06,No,5
U00295,19,Hyderabad,Student,Influencer,Free,2025-04-26,No,15
U00296,45,Delhi,Working Professional,Referral,Premium,2024-06-27,No,1
U00297,39,Mumbai,Family,Influencer,Free,2024-04-20,Yes,90
U00298,40,Bangalore,Student,Referral,Free,2024-01-09,No,13
U00299,22,Mumbai,Working Professional,Instagram Ads,Free,2024-08-09,No,16
U00300,49,Delhi,Working Professional,Organic,Free,2025-09-13,Yes,52
U00301,18,Hyderabad,Family,Referral,Free,2025-10-09,Yes,114
U00302,18,Delhi,Working Professional,Google Ads,Premium,2024-04-17,No,26
U00303,36,Hyderabad,Student,Google Ads,Premium,2024-12-02,No,17
U00304,47,Pune,Working Professional,Organic,Free,2024-07-22,Yes,87
U00305,19,Mumbai,Working Professional,Influencer,Free,2025-06-10,No,9
U00306,38,Bangalore,Student,Google Ads,Premium,2025-03-28,No,20
U00307,29,Mumbai,Working Professional,Referral,Free,2025-11-04,No,10
U00308,43,Mumbai,Family,Organic,Free,2024-07-13,Yes,108
U00309,49,Pune,Family,Google Ads,Free,2024-09-17,No,5
U00310,23,Pune,Student,Influencer,Premium,2024-01-09,No,6
U00311,49,Mumbai,Family,Influencer,Premium,2024-08-03,No,17
U00312,40,Bangalore,Working Professional,Google Ads,Free,2024-04-22,Yes,109
U00313,21,Chennai,Student,Organic,Free,2025-09-20,No,17
U00314,40,Chennai,Student,Instagram Ads,Free,2024-12-05,No,22
U00315,28,Bangalore,Student,Google Ads,Free,2024-02-16,No,9
U00316,41,Mumbai,Family,Influencer,Premium,2025-05-03,No,19
U00317,44,Delhi,Student,Instagram Ads,Premium,2024-11-17,No,5
U00318,34,Chennai,Student,Organic,Premium,2024-04-07,Yes,94
U00319,48,Delhi,Working Professional,Influencer,Premium,2025-03-20,No,17
U00320,23,Bangalore,Working Professional,Organic,Free,2024-04-02,No,18
U00321,41,Mumbai,Working Professional,Google Ads,Free,2024-09-08,No,6
U00322,22,Delhi,Working Professional,Organic,Premium,2024-06-11,Yes,33
U00323,37,Mumbai,Student,Influencer,Free,2024-06-06,Yes,33
U00324,19,Chennai,Family,Google Ads,Free,2025-08-01,Yes,106
U00325,23,Delhi,Student,Influencer,Premium,2024-05-17,No,1
U00326,39,Bangalore,Working Professional,Influencer,Free,2025-01-18,No,17
U00327,28,Delhi,Working Professional,Instagram Ads,Free,2024-11-07,Yes,104
U00328,48,Delhi,Student,Referral,Free,2024-10-16,No,12
U00329,33,Mumbai,Family,Organic,Free,2024-03-05,Yes,60
U00330,33,Bangalore,Working Professional,Organic,Premium,2024-07-16,No,13
U00331,18,Delhi,Student,Instagram Ads,Free,2025-11-13,No,4
U00332,26,Mumbai,Family,Organic,Free,2025-06-11,Yes,40
U00333,45,Delhi,Working Professional,Instagram Ads,Free,2025-12-03,No,9
U00334,44,Mumbai,Working Professional,Organic,Premium,2025-06-20,No,16
U00335,23,Chennai,Working Professional,Organic,Premium,2024-09-06,No,14
U00336,33,Chennai,Family,Influencer,Free,2025-06-22,Yes,53
U00337,46,Mumbai,Student,Instagram Ads,Free,2025-11-12,Yes,89
U00338,20,Bangalore,Student,Organic,Free,2024-04-26,No,27
U00339,37,Chennai,Working Professional,Referral,Free,2025-07-20,No,20
U00340,45,Delhi,Student,Instagram Ads,Free,2025-04-30,Yes,64
U00341,44,Pune,Working Professional,Instagram Ads,Free,2024-12-28,No,10
U00342,21,Chennai,Working Professional,Instagram Ads,Free,2024-01-26,Yes,58
U00343,36,Delhi,Student,Influencer,Premium,2025-09-11,No,12
U00344,43,Delhi,Student,Instagram Ads,Free,2025-08-24,No,6
U00345,20,Chennai,Working Professional,Influencer,Free,2025-05-07,No,19
U00346,48,Bangalore,Family,Referral,Free,2024-12-22,Yes,31
U00347,36,Delhi,Working Professional,Google Ads,Free,2025-02-15,No,14
U00348,37,Delhi,Working Professional,Influencer,Free,2025-04-20,No,7
U00349,49,Mumbai,Student,Organic,Premium,2025-02-17,No,25
U00350,24,Hyderabad,Working Professional,Instagram Ads,Premium,2024-05-01,No,10
U00351,37,Hyderabad,Student,Google Ads,Premium,2025-04-05,No,15
U00352,26,Chennai,Working Professional,Influencer,Free,2025-03-04,No,15
U00353,18,Mumbai,Working Professional,Organic,Free,2024-08-30,Yes,57
U00354,25,Bangalore,Family,Google Ads,Free,2025-02-06,No,28
U00355,49,Bangalore,Working Professional,Referral,Free,2024-09-08,Yes,89
U00356,24,Mumbai,Working Professional,Influencer,Free,2024-03-15,No,28
U00357,35,Delhi,Working Professional,Influencer,Free,2024-04-21,No,16
U00358,25,Chennai,Family,Referral,Premium,2025-10-24,No,2
U00359,18,Pune,Working Professional,Influencer,Free,2025-09-01,No,21
U00360,28,Mumbai,Student,Instagram Ads,Free,2024-12-25,No,28
U00361,45,Bangalore,Family,Influencer,Premium,2024-06-16,No,15
U00362,42,Delhi,Student,Instagram Ads,Free,2024-09-06,No,13
U00363,42,Bangalore,Student,Influencer,Free,2024-07-31,No,1
U00364,35,Hyderabad,Student,Organic,Free,2025-03-18,Yes,94
U00365,40,Bangalore,Family,Organic,Free,2024-02-15,Yes,74
U00366,48,Chennai,Student,Google Ads,Free,2024-01-18,No,23
U00367,47,Bangalore,Family,Organic,Premium,2024-12-15,No,28
U00368,27,Mumbai,Working Professional,Referral,Free,2024-08-07,No,4
U00369,20,Hyderabad,Student,Google Ads,Free,2025-11-18,Yes,45
U00370,24,Delhi,Working Professional,Organic,Free,2025-02-01,No,20
U00371,45,Mumbai,Student,Instagram Ads,Free,2025-10-22,No,1
U00372,33,Mumbai,Working Professional,Influencer,Free,2024-04-07,No,6
U00373,43,Mumbai,Working Professional,Organic,Free,2024-01-05,Yes,36
U00374,33,Hyderabad,Working Professional,Instagram Ads,Free,2024-06-07,Yes,80
U00375,42,Mumbai,Student,Google Ads,Free,2024-03-27,No,16
U00376,37,Hyderabad,Working Professional,Influencer,Free,2024-04-29,No,6
U00377,45,Bangalore,Family,Organic,Free,2025-03-18,Yes,70
U00378,34,Mumbai,Working Professional,Google Ads,Free,2024-06-20,Yes,97
U00379,19,Pune,Family,Organic,Premium,2025-07-29,No,7
U00380,18,Delhi,Student,Google Ads,Free,2025-08-28,No,7
U00381,33,Delhi,Family,Organic,Free,2025-11-12,No,12
U00382,47,Bangalore,Student,Instagram Ads,Free,2024-08-22,Yes,72
U00383,29,Delhi,Student,Referral,Premium,2025-04-22,Yes,74
U00384,22,Delhi,Family,Instagram Ads,Free,2024-04-30,No,17
